time_open,time_close,open,high,low,close,market_cap,volume
2010-08-09T00:00:00Z,2010-08-09T23:59:59Z,0.0609,0.0609,0.0609,0.0609,,
2010-08-10T00:00:00Z,2010-08-10T23:59:59Z,0.071,0.071,0.071,0.071,,
2010-08-11T00:00:00Z,2010-08-11T23:59:59Z,0.07,0.07,0.07,0.07,,
2010-08-12T00:00:00Z,2010-08-12T23:59:59Z,0.067,0.067,0.067,0.067,,
2010-08-13T00:00:00Z,2010-08-13T23:59:59Z,0.07,0.07,0.07,0.07,,
2010-08-14T00:00:00Z,2010-08-14T23:59:59Z,0.0645,0.0645,0.0645,0.0645,,
2010-08-15T00:00:00Z,2010-08-15T23:59:59Z,0.067,0.067,0.067,0.067,,
2010-08-16T00:00:00Z,2010-08-16T23:59:59Z,0.06529,0.06529,0.06529,0.06529,,
2010-08-17T00:00:00Z,2010-08-17T23:59:59Z,0.0655,0.0655,0.0655,0.0655,,
2010-08-18T00:00:00Z,2010-08-18T23:59:59Z,0.07,0.07,0.07,0.07,,
2010-08-19T00:00:00Z,2010-08-19T23:59:59Z,0.068,0.068,0.068,0.068,,
2010-08-20T00:00:00Z,2010-08-20T23:59:59Z,0.0667,0.0667,0.0667,0.0667,,
2010-08-21T00:00:00Z,2010-08-21T23:59:59Z,0.0655,0.0655,0.0655,0.0655,,
2010-08-22T00:00:00Z,2010-08-22T23:59:59Z,0.0664,0.0664,0.0664,0.0664,,
2010-08-23T00:00:00Z,2010-08-23T23:59:59Z,0.066,0.066,0.066,0.066,,
2010-08-24T00:00:00Z,2010-08-24T23:59:59Z,0.06491,0.06491,0.06491,0.06491,,
2010-08-25T00:00:00Z,2010-08-25T23:59:59Z,0.065,0.065,0.065,0.065,,
2010-08-26T00:00:00Z,2010-08-26T23:59:59Z,0.0648,0.0648,0.0648,0.0648,,
2010-08-27T00:00:00Z,2010-08-27T23:59:59Z,0.064,0.064,0.064,0.064,,
2010-08-28T00:00:00Z,2010-08-28T23:59:59Z,0.065,0.065,0.065,0.065,,
2010-08-29T00:00:00Z,2010-08-29T23:59:59Z,0.0641,0.0641,0.0641,0.0641,,
2010-08-30T00:00:00Z,2010-08-30T23:59:59Z,0.064,0.064,0.064,0.064,,
2010-08-31T00:00:00Z,2010-08-31T23:59:59Z,0.06497,0.06497,0.06497,0.06497,,
2010-09-01T00:00:00Z,2010-09-01T23:59:59Z,0.06,0.06,0.06,0.06,,
2010-09-02T00:00:00Z,2010-09-02T23:59:59Z,0.0629,0.0629,0.0629,0.0629,,
2010-09-03T00:00:00Z,2010-09-03T23:59:59Z,0.0634,0.0634,0.0634,0.0634,,
2010-09-04T00:00:00Z,2010-09-04T23:59:59Z,0.06085,0.06085,0.06085,0.06085,,
2010-09-05T00:00:00Z,2010-09-05T23:59:59Z,0.06238,0.06238,0.06238,0.06238,,
2010-09-06T00:00:00Z,2010-09-06T23:59:59Z,0.0616,0.0616,0.0616,0.0616,,
2010-09-07T00:00:00Z,2010-09-07T23:59:59Z,0.0616,0.0616,0.0616,0.0616,,
2010-09-08T00:00:00Z,2010-09-08T23:59:59Z,0.061,0.061,0.061,0.061,,
2010-09-09T00:00:00Z,2010-09-09T23:59:59Z,0.062,0.062,0.062,0.062,,
2010-09-10T00:00:00Z,2010-09-10T23:59:59Z,0.06111,0.06111,0.06111,0.06111,,
2010-09-11T00:00:00Z,2010-09-11T23:59:59Z,0.0618,0.0618,0.0618,0.0618,,
2010-09-12T00:00:00Z,2010-09-12T23:59:59Z,0.06366,0.06366,0.06366,0.06366,,
2010-09-13T00:00:00Z,2010-09-13T23:59:59Z,0.0615,0.0615,0.0615,0.0615,,
2010-09-14T00:00:00Z,2010-09-14T23:59:59Z,0.06219,0.06219,0.06219,0.06219,,
2010-09-15T00:00:00Z,2010-09-15T23:59:59Z,0.06199,0.06199,0.06199,0.06199,,
2010-09-16T00:00:00Z,2010-09-16T23:59:59Z,0.0604,0.0604,0.0604,0.0604,,
2010-09-17T00:00:00Z,2010-09-17T23:59:59Z,0.0619,0.0619,0.0619,0.0619,,
2010-09-18T00:00:00Z,2010-09-18T23:59:59Z,0.059,0.059,0.059,0.059,,
2010-09-19T00:00:00Z,2010-09-19T23:59:59Z,0.061,0.061,0.061,0.061,,
2010-09-20T00:00:00Z,2010-09-20T23:59:59Z,0.0627,0.0627,0.0627,0.0627,,
2010-09-21T00:00:00Z,2010-09-21T23:59:59Z,0.0621,0.0621,0.0621,0.0621,,
2010-09-22T00:00:00Z,2010-09-22T23:59:59Z,0.06265,0.06265,0.06265,0.06265,,
2010-09-23T00:00:00Z,2010-09-23T23:59:59Z,0.0622,0.0622,0.0622,0.0622,,
2010-09-24T00:00:00Z,2010-09-24T23:59:59Z,0.06231,0.06231,0.06231,0.06231,,
2010-09-25T00:00:00Z,2010-09-25T23:59:59Z,0.0622,0.0622,0.0622,0.0622,,
2010-09-26T00:00:00Z,2010-09-26T23:59:59Z,0.06202,0.06202,0.06202,0.06202,,
2010-09-27T00:00:00Z,2010-09-27T23:59:59Z,0.062,0.062,0.062,0.062,,
2010-09-28T00:00:00Z,2010-09-28T23:59:59Z,0.0622,0.0622,0.0622,0.0622,,
2010-09-29T00:00:00Z,2010-09-29T23:59:59Z,0.0619,0.0619,0.0619,0.0619,,
2010-09-30T00:00:00Z,2010-09-30T23:59:59Z,0.06191,0.06191,0.06191,0.06191,,
2010-10-01T00:00:00Z,2010-10-01T23:59:59Z,0.0619,0.0619,0.0619,0.0619,,
2010-10-02T00:00:00Z,2010-10-02T23:59:59Z,0.06197,0.06197,0.06197,0.06197,,
2010-10-03T00:00:00Z,2010-10-03T23:59:59Z,0.0614,0.0614,0.0614,0.0614,,
2010-10-04T00:00:00Z,2010-10-04T23:59:59Z,0.06111,0.06111,0.06111,0.06111,,
2010-10-05T00:00:00Z,2010-10-05T23:59:59Z,0.0613,0.0613,0.0613,0.0613,,
2010-10-06T00:00:00Z,2010-10-06T23:59:59Z,0.0614,0.0614,0.0614,0.0614,,
2010-10-07T00:00:00Z,2010-10-07T23:59:59Z,0.06281,0.06281,0.06281,0.06281,,
2010-10-08T00:00:00Z,2010-10-08T23:59:59Z,0.067,0.067,0.067,0.067,,
2010-10-09T00:00:00Z,2010-10-09T23:59:59Z,0.08685,0.08685,0.08685,0.08685,,
2010-10-10T00:00:00Z,2010-10-10T23:59:59Z,0.0938,0.0938,0.0938,0.0938,,
2010-10-11T00:00:00Z,2010-10-11T23:59:59Z,0.0965,0.0965,0.0965,0.0965,,
2010-10-12T00:00:00Z,2010-10-12T23:59:59Z,0.095,0.095,0.095,0.095,,
2010-10-13T00:00:00Z,2010-10-13T23:59:59Z,0.0949,0.0949,0.0949,0.0949,,
2010-10-14T00:00:00Z,2010-10-14T23:59:59Z,0.105,0.105,0.105,0.105,,
2010-10-15T00:00:00Z,2010-10-15T23:59:59Z,0.102,0.102,0.102,0.102,,
2010-10-16T00:00:00Z,2010-10-16T23:59:59Z,0.105,0.105,0.105,0.105,,
2010-10-17T00:00:00Z,2010-10-17T23:59:59Z,0.101,0.101,0.101,0.101,,
2010-10-18T00:00:00Z,2010-10-18T23:59:59Z,0.102,0.102,0.102,0.102,,
2010-10-19T00:00:00Z,2010-10-19T23:59:59Z,0.1024,0.1024,0.1024,0.1024,,
2010-10-20T00:00:00Z,2010-10-20T23:59:59Z,0.097,0.097,0.097,0.097,,
2010-10-21T00:00:00Z,2010-10-21T23:59:59Z,0.099,0.099,0.099,0.099,,
2010-10-22T00:00:00Z,2010-10-22T23:59:59Z,0.107,0.107,0.107,0.107,,
2010-10-23T00:00:00Z,2010-10-23T23:59:59Z,0.1025,0.1025,0.1025,0.1025,,
2010-10-24T00:00:00Z,2010-10-24T23:59:59Z,0.1055,0.1055,0.1055,0.1055,,
2010-10-25T00:00:00Z,2010-10-25T23:59:59Z,0.115,0.115,0.115,0.115,,
2010-10-26T00:00:00Z,2010-10-26T23:59:59Z,0.132,0.132,0.132,0.132,,
2010-10-27T00:00:00Z,2010-10-27T23:59:59Z,0.1503,0.1503,0.1503,0.1503,,
2010-10-28T00:00:00Z,2010-10-28T23:59:59Z,0.1877,0.1877,0.1877,0.1877,,
2010-10-29T00:00:00Z,2010-10-29T23:59:59Z,0.1731,0.1731,0.1731,0.1731,,
2010-10-30T00:00:00Z,2010-10-30T23:59:59Z,0.19,0.19,0.19,0.19,,
2010-10-31T00:00:00Z,2010-10-31T23:59:59Z,0.1989,0.1989,0.1989,0.1989,,
2010-11-01T00:00:00Z,2010-11-01T23:59:59Z,0.1925,0.1925,0.1925,0.1925,,
2010-11-02T00:00:00Z,2010-11-02T23:59:59Z,0.1955,0.1955,0.1955,0.1955,,
2010-11-03T00:00:00Z,2010-11-03T23:59:59Z,0.1938,0.1938,0.1938,0.1938,,
2010-11-04T00:00:00Z,2010-11-04T23:59:59Z,0.1931,0.1931,0.1931,0.1931,,
2010-11-05T00:00:00Z,2010-11-05T23:59:59Z,0.23,0.23,0.23,0.23,,
2010-11-06T00:00:00Z,2010-11-06T23:59:59Z,0.26,0.26,0.26,0.26,,
2010-11-07T00:00:00Z,2010-11-07T23:59:59Z,0.39,0.39,0.39,0.39,,
2010-11-08T00:00:00Z,2010-11-08T23:59:59Z,0.34,0.34,0.34,0.34,,
2010-11-09T00:00:00Z,2010-11-09T23:59:59Z,0.243,0.243,0.243,0.243,,
2010-11-10T00:00:00Z,2010-11-10T23:59:59Z,0.21,0.21,0.21,0.21,,
2010-11-11T00:00:00Z,2010-11-11T23:59:59Z,0.24,0.24,0.24,0.24,,
2010-11-12T00:00:00Z,2010-11-12T23:59:59Z,0.2231,0.2231,0.2231,0.2231,,
2010-11-13T00:00:00Z,2010-11-13T23:59:59Z,0.2682,0.2682,0.2682,0.2682,,
2010-11-14T00:00:00Z,2010-11-14T23:59:59Z,0.276,0.276,0.276,0.276,,
2010-11-15T00:00:00Z,2010-11-15T23:59:59Z,0.279,0.279,0.279,0.279,,
2010-11-16T00:00:00Z,2010-11-16T23:59:59Z,0.2682,0.2682,0.2682,0.2682,,
2010-11-17T00:00:00Z,2010-11-17T23:59:59Z,0.223,0.223,0.223,0.223,,
2010-11-18T00:00:00Z,2010-11-18T23:59:59Z,0.2299,0.2299,0.2299,0.2299,,
2010-11-19T00:00:00Z,2010-11-19T23:59:59Z,0.2678,0.2678,0.2678,0.2678,,
2010-11-20T00:00:00Z,2010-11-20T23:59:59Z,0.28,0.28,0.28,0.28,,
2010-11-21T00:00:00Z,2010-11-21T23:59:59Z,0.283,0.283,0.283,0.283,,
2010-11-22T00:00:00Z,2010-11-22T23:59:59Z,0.2767,0.2767,0.2767,0.2767,,
2010-11-23T00:00:00Z,2010-11-23T23:59:59Z,0.2879,0.2879,0.2879,0.2879,,
2010-11-24T00:00:00Z,2010-11-24T23:59:59Z,0.2829,0.2829,0.2829,0.2829,,
2010-11-25T00:00:00Z,2010-11-25T23:59:59Z,0.283,0.283,0.283,0.283,,
2010-11-26T00:00:00Z,2010-11-26T23:59:59Z,0.28,0.28,0.28,0.28,,
2010-11-27T00:00:00Z,2010-11-27T23:59:59Z,0.2844,0.2844,0.2844,0.2844,,
2010-11-28T00:00:00Z,2010-11-28T23:59:59Z,0.283,0.283,0.283,0.283,,
2010-11-29T00:00:00Z,2010-11-29T23:59:59Z,0.27,0.27,0.27,0.27,,
2010-11-30T00:00:00Z,2010-11-30T23:59:59Z,0.2299,0.2299,0.2299,0.2299,,
2010-12-01T00:00:00Z,2010-12-01T23:59:59Z,0.2082,0.2082,0.2082,0.2082,,
2010-12-02T00:00:00Z,2010-12-02T23:59:59Z,0.2275,0.2275,0.2275,0.2275,,
2010-12-03T00:00:00Z,2010-12-03T23:59:59Z,0.255,0.255,0.255,0.255,,
2010-12-04T00:00:00Z,2010-12-04T23:59:59Z,0.251,0.251,0.251,0.251,,
2010-12-05T00:00:00Z,2010-12-05T23:59:59Z,0.205,0.205,0.205,0.205,,
2010-12-06T00:00:00Z,2010-12-06T23:59:59Z,0.19,0.19,0.19,0.19,,
2010-12-07T00:00:00Z,2010-12-07T23:59:59Z,0.204,0.204,0.204,0.204,,
2010-12-08T00:00:00Z,2010-12-08T23:59:59Z,0.233,0.233,0.233,0.233,,
2010-12-09T00:00:00Z,2010-12-09T23:59:59Z,0.2388,0.2388,0.2388,0.2388,,
2010-12-10T00:00:00Z,2010-12-10T23:59:59Z,0.2,0.2,0.2,0.2,,
2010-12-11T00:00:00Z,2010-12-11T23:59:59Z,0.204,0.204,0.204,0.204,,
2010-12-12T00:00:00Z,2010-12-12T23:59:59Z,0.228,0.228,0.228,0.228,,
2010-12-13T00:00:00Z,2010-12-13T23:59:59Z,0.22,0.22,0.22,0.22,,
2010-12-14T00:00:00Z,2010-12-14T23:59:59Z,0.2299,0.2299,0.2299,0.2299,,
2010-12-15T00:00:00Z,2010-12-15T23:59:59Z,0.2467,0.2467,0.2467,0.2467,,
2010-12-16T00:00:00Z,2010-12-16T23:59:59Z,0.238,0.238,0.238,0.238,,
2010-12-17T00:00:00Z,2010-12-17T23:59:59Z,0.25,0.25,0.25,0.25,,
2010-12-18T00:00:00Z,2010-12-18T23:59:59Z,0.24,0.24,0.24,0.24,,
2010-12-19T00:00:00Z,2010-12-19T23:59:59Z,0.241,0.241,0.241,0.241,,
2010-12-20T00:00:00Z,2010-12-20T23:59:59Z,0.2401,0.2401,0.2401,0.2401,,
2010-12-21T00:00:00Z,2010-12-21T23:59:59Z,0.267,0.267,0.267,0.267,,
2010-12-22T00:00:00Z,2010-12-22T23:59:59Z,0.24,0.24,0.24,0.24,,
2010-12-23T00:00:00Z,2010-12-23T23:59:59Z,0.25,0.25,0.25,0.25,,
2010-12-24T00:00:00Z,2010-12-24T23:59:59Z,0.25,0.25,0.25,0.25,,
2010-12-25T00:00:00Z,2010-12-25T23:59:59Z,0.248,0.248,0.248,0.248,,
2010-12-26T00:00:00Z,2010-12-26T23:59:59Z,0.2499,0.2499,0.2499,0.2499,,
2010-12-27T00:00:00Z,2010-12-27T23:59:59Z,0.265,0.265,0.265,0.265,,
2010-12-28T00:00:00Z,2010-12-28T23:59:59Z,0.265,0.265,0.265,0.265,,
2010-12-29T00:00:00Z,2010-12-29T23:59:59Z,0.281,0.281,0.281,0.281,,
2010-12-30T00:00:00Z,2010-12-30T23:59:59Z,0.3,0.3,0.3,0.3,,
2010-12-31T00:00:00Z,2010-12-31T23:59:59Z,0.3,0.3,0.3,0.3,,
2011-01-01T00:00:00Z,2011-01-01T23:59:59Z,0.3,0.3,0.3,0.3,,
2011-01-02T00:00:00Z,2011-01-02T23:59:59Z,0.3,0.3,0.3,0.3,,
2011-01-03T00:00:00Z,2011-01-03T23:59:59Z,0.3,0.3,0.3,0.3,,
2011-01-04T00:00:00Z,2011-01-04T23:59:59Z,0.295,0.295,0.295,0.295,,
2011-01-05T00:00:00Z,2011-01-05T23:59:59Z,0.2989,0.2989,0.2989,0.2989,,
2011-01-06T00:00:00Z,2011-01-06T23:59:59Z,0.299,0.299,0.299,0.299,,
2011-01-07T00:00:00Z,2011-01-07T23:59:59Z,0.298,0.298,0.298,0.298,,
2011-01-08T00:00:00Z,2011-01-08T23:59:59Z,0.32,0.32,0.32,0.32,,
2011-01-09T00:00:00Z,2011-01-09T23:59:59Z,0.3229,0.3229,0.3229,0.3229,,
2011-01-10T00:00:00Z,2011-01-10T23:59:59Z,0.323,0.323,0.323,0.323,,
2011-01-11T00:00:00Z,2011-01-11T23:59:59Z,0.3266,0.3266,0.3266,0.3266,,
2011-01-12T00:00:00Z,2011-01-12T23:59:59Z,0.3266,0.3266,0.3266,0.3266,,
2011-01-13T00:00:00Z,2011-01-13T23:59:59Z,0.3188,0.3188,0.3188,0.3188,,
2011-01-14T00:00:00Z,2011-01-14T23:59:59Z,0.3176,0.3176,0.3176,0.3176,,
2011-01-15T00:00:00Z,2011-01-15T23:59:59Z,0.4,0.4,0.4,0.4,,
2011-01-16T00:00:00Z,2011-01-16T23:59:59Z,0.386,0.386,0.386,0.386,,
2011-01-17T00:00:00Z,2011-01-17T23:59:59Z,0.3868,0.3868,0.3868,0.3868,,
2011-01-18T00:00:00Z,2011-01-18T23:59:59Z,0.3495,0.3495,0.3495,0.3495,,
2011-01-19T00:00:00Z,2011-01-19T23:59:59Z,0.313,0.313,0.313,0.313,,
2011-01-20T00:00:00Z,2011-01-20T23:59:59Z,0.313,0.313,0.313,0.313,,
2011-01-21T00:00:00Z,2011-01-21T23:59:59Z,0.39,0.39,0.39,0.39,,
2011-01-22T00:00:00Z,2011-01-22T23:59:59Z,0.4199,0.4199,0.4199,0.4199,,
2011-01-23T00:00:00Z,2011-01-23T23:59:59Z,0.4443,0.4443,0.4443,0.4443,,
2011-01-24T00:00:00Z,2011-01-24T23:59:59Z,0.4424,0.4424,0.4424,0.4424,,
2011-01-25T00:00:00Z,2011-01-25T23:59:59Z,0.4199,0.4199,0.4199,0.4199,,
2011-01-26T00:00:00Z,2011-01-26T23:59:59Z,0.41,0.41,0.41,0.41,,
2011-01-27T00:00:00Z,2011-01-27T23:59:59Z,0.417,0.417,0.417,0.417,,
2011-01-28T00:00:00Z,2011-01-28T23:59:59Z,0.4212,0.4212,0.4212,0.4212,,
2011-01-29T00:00:00Z,2011-01-29T23:59:59Z,0.446,0.446,0.446,0.446,,
2011-01-30T00:00:00Z,2011-01-30T23:59:59Z,0.439,0.439,0.439,0.439,,
2011-01-31T00:00:00Z,2011-01-31T23:59:59Z,0.4799,0.4799,0.4799,0.4799,,
2011-02-01T00:00:00Z,2011-02-01T23:59:59Z,0.52,0.52,0.52,0.52,,
2011-02-02T00:00:00Z,2011-02-02T23:59:59Z,0.7,0.7,0.7,0.7,,
2011-02-03T00:00:00Z,2011-02-03T23:59:59Z,0.716,0.716,0.716,0.716,,
2011-02-04T00:00:00Z,2011-02-04T23:59:59Z,0.69,0.69,0.69,0.69,,
2011-02-05T00:00:00Z,2011-02-05T23:59:59Z,0.811,0.811,0.811,0.811,,
2011-02-06T00:00:00Z,2011-02-06T23:59:59Z,0.92,0.92,0.92,0.92,,
2011-02-07T00:00:00Z,2011-02-07T23:59:59Z,0.8997,0.8997,0.8997,0.8997,,
2011-02-08T00:00:00Z,2011-02-08T23:59:59Z,0.89,0.89,0.89,0.89,,
2011-02-09T00:00:00Z,2011-02-09T23:59:59Z,0.918,0.918,0.918,0.918,,
2011-02-10T00:00:00Z,2011-02-10T23:59:59Z,1.09,1.09,1.09,1.09,,
2011-02-11T00:00:00Z,2011-02-11T23:59:59Z,0.9803,0.9803,0.9803,0.9803,,
2011-02-12T00:00:00Z,2011-02-12T23:59:59Z,1.07,1.07,1.07,1.07,,
2011-02-13T00:00:00Z,2011-02-13T23:59:59Z,1.08,1.08,1.08,1.08,,
2011-02-14T00:00:00Z,2011-02-14T23:59:59Z,1.05,1.05,1.05,1.05,,
2011-02-15T00:00:00Z,2011-02-15T23:59:59Z,1.07,1.07,1.07,1.07,,
2011-02-16T00:00:00Z,2011-02-16T23:59:59Z,1.05,1.05,1.05,1.05,,
2011-02-17T00:00:00Z,2011-02-17T23:59:59Z,1.05,1.05,1.05,1.05,,
2011-02-18T00:00:00Z,2011-02-18T23:59:59Z,1.04,1.04,1.04,1.04,,
2011-02-19T00:00:00Z,2011-02-19T23:59:59Z,0.8989,0.8989,0.8989,0.8989,,
2011-02-20T00:00:00Z,2011-02-20T23:59:59Z,0.949,0.949,0.949,0.949,,
2011-02-21T00:00:00Z,2011-02-21T23:59:59Z,0.85,0.85,0.85,0.85,,
2011-02-22T00:00:00Z,2011-02-22T23:59:59Z,0.8345,0.8345,0.8345,0.8345,,
2011-02-23T00:00:00Z,2011-02-23T23:59:59Z,0.8702,0.8702,0.8702,0.8702,,
2011-02-24T00:00:00Z,2011-02-24T23:59:59Z,0.9,0.9,0.9,0.9,,
2011-02-25T00:00:00Z,2011-02-25T23:59:59Z,0.9974,0.9974,0.9974,0.9974,,
2011-02-26T00:00:00Z,2011-02-26T23:59:59Z,0.9111,0.9111,0.9111,0.9111,,
2011-02-27T00:00:00Z,2011-02-27T23:59:59Z,0.958,0.958,0.958,0.958,,
2011-02-28T00:00:00Z,2011-02-28T23:59:59Z,0.89,0.89,0.89,0.89,,
2011-03-01T00:00:00Z,2011-03-01T23:59:59Z,0.86,0.86,0.86,0.86,,
2011-03-02T00:00:00Z,2011-03-02T23:59:59Z,0.9202,0.9202,0.9202,0.9202,,
2011-03-03T00:00:00Z,2011-03-03T23:59:59Z,0.9399,0.9399,0.9399,0.9399,,
2011-03-04T00:00:00Z,2011-03-04T23:59:59Z,0.9391,0.9391,0.9391,0.9391,,
2011-03-05T00:00:00Z,2011-03-05T23:59:59Z,0.901,0.901,0.901,0.901,,
2011-03-06T00:00:00Z,2011-03-06T23:59:59Z,0.9103,0.9103,0.9103,0.9103,,
2011-03-07T00:00:00Z,2011-03-07T23:59:59Z,0.8999,0.8999,0.8999,0.8999,,
2011-03-08T00:00:00Z,2011-03-08T23:59:59Z,0.885,0.885,0.885,0.885,,
2011-03-09T00:00:00Z,2011-03-09T23:59:59Z,0.87,0.87,0.87,0.87,,
2011-03-10T00:00:00Z,2011-03-10T23:59:59Z,0.8645,0.8645,0.8645,0.8645,,
2011-03-11T00:00:00Z,2011-03-11T23:59:59Z,0.9329,0.9329,0.9329,0.9329,,
2011-03-12T00:00:00Z,2011-03-12T23:59:59Z,0.88,0.88,0.88,0.88,,
2011-03-13T00:00:00Z,2011-03-13T23:59:59Z,0.918,0.918,0.918,0.918,,
2011-03-14T00:00:00Z,2011-03-14T23:59:59Z,0.8925,0.8925,0.8925,0.8925,,
2011-03-15T00:00:00Z,2011-03-15T23:59:59Z,0.8949,0.8949,0.8949,0.8949,,
2011-03-16T00:00:00Z,2011-03-16T23:59:59Z,0.87,0.87,0.87,0.87,,
2011-03-17T00:00:00Z,2011-03-17T23:59:59Z,0.86,0.86,0.86,0.86,,
2011-03-18T00:00:00Z,2011-03-18T23:59:59Z,0.8254,0.8254,0.8254,0.8254,,
2011-03-19T00:00:00Z,2011-03-19T23:59:59Z,0.8165,0.8165,0.8165,0.8165,,
2011-03-20T00:00:00Z,2011-03-20T23:59:59Z,0.765,0.765,0.765,0.765,,
2011-03-21T00:00:00Z,2011-03-21T23:59:59Z,0.7411,0.7411,0.7411,0.7411,,
2011-03-22T00:00:00Z,2011-03-22T23:59:59Z,0.759,0.759,0.759,0.759,,
2011-03-23T00:00:00Z,2011-03-23T23:59:59Z,0.809,0.809,0.809,0.809,,
2011-03-24T00:00:00Z,2011-03-24T23:59:59Z,0.8497,0.8497,0.8497,0.8497,,
2011-03-25T00:00:00Z,2011-03-25T23:59:59Z,0.8669,0.8669,0.8669,0.8669,,
2011-03-26T00:00:00Z,2011-03-26T23:59:59Z,0.8838,0.8838,0.8838,0.8838,,
2011-03-27T00:00:00Z,2011-03-27T23:59:59Z,0.8552,0.8552,0.8552,0.8552,,
2011-03-28T00:00:00Z,2011-03-28T23:59:59Z,0.82,0.82,0.82,0.82,,
2011-03-29T00:00:00Z,2011-03-29T23:59:59Z,0.799,0.799,0.799,0.799,,
2011-03-30T00:00:00Z,2011-03-30T23:59:59Z,0.7925,0.7925,0.7925,0.7925,,
2011-03-31T00:00:00Z,2011-03-31T23:59:59Z,0.7897,0.7897,0.7897,0.7897,,
2011-04-01T00:00:00Z,2011-04-01T23:59:59Z,0.7846,0.7846,0.7846,0.7846,,
2011-04-02T00:00:00Z,2011-04-02T23:59:59Z,0.7741,0.7741,0.7741,0.7741,,
2011-04-03T00:00:00Z,2011-04-03T23:59:59Z,0.782,0.782,0.782,0.782,,
2011-04-04T00:00:00Z,2011-04-04T23:59:59Z,0.779,0.779,0.779,0.779,,
2011-04-05T00:00:00Z,2011-04-05T23:59:59Z,0.68,0.68,0.68,0.68,,
2011-04-06T00:00:00Z,2011-04-06T23:59:59Z,0.71,0.71,0.71,0.71,,
2011-04-07T00:00:00Z,2011-04-07T23:59:59Z,0.74,0.74,0.74,0.74,,
2011-04-08T00:00:00Z,2011-04-08T23:59:59Z,0.7538,0.7538,0.7538,0.7538,,
2011-04-09T00:00:00Z,2011-04-09T23:59:59Z,0.75,0.75,0.75,0.75,,
2011-04-10T00:00:00Z,2011-04-10T23:59:59Z,0.73,0.73,0.73,0.73,,
2011-04-11T00:00:00Z,2011-04-11T23:59:59Z,0.7369,0.7369,0.7369,0.7369,,
2011-04-12T00:00:00Z,2011-04-12T23:59:59Z,0.77,0.77,0.77,0.77,,
2011-04-13T00:00:00Z,2011-04-13T23:59:59Z,0.86,0.86,0.86,0.86,,
2011-04-14T00:00:00Z,2011-04-14T23:59:59Z,0.9225,0.9225,0.9225,0.9225,,
2011-04-15T00:00:00Z,2011-04-15T23:59:59Z,1.0,1.0,1.0,1.0,,
2011-04-16T00:00:00Z,2011-04-16T23:59:59Z,0.9899,0.9899,0.9899,0.9899,,
2011-04-17T00:00:00Z,2011-04-17T23:59:59Z,1.05,1.05,1.05,1.05,,
2011-04-18T00:00:00Z,2011-04-18T23:59:59Z,1.11,1.11,1.11,1.11,,
2011-04-19T00:00:00Z,2011-04-19T23:59:59Z,1.16,1.16,1.16,1.16,,
2011-04-20T00:00:00Z,2011-04-20T23:59:59Z,1.2,1.2,1.2,1.2,,
2011-04-21T00:00:00Z,2011-04-21T23:59:59Z,1.14,1.14,1.14,1.14,,
